"b","conv","Mavg","M2avg","T.J","chi"
1,2000,490886,120506772,1,0.0434365273437436
0.952380952380952,2000,490904,120515216,1.05,0.0406387499999926
0.909090909090909,2000,-490680,120406312,1.1,0.0406264204545437
0.869565217391304,2000,-490080,120113552,1.15,0.0413532608695524
0.833333333333333,2000,489402,119782484,1.2,0.0412193977864443
0.8,2000,488562,119374252,1.25,0.0434969968749783
0.769230769230769,2000,487304,118765496,1.3,0.0494317788461602
0.740740740740741,2000,486404,118330232,1.35,0.0518032291666646
0.714285714285714,2000,-484860,117586544,1.4,0.0585019531249843
0.689655172413793,2000,482854,116624164,1.45,0.067579932650864
0.666666666666667,2000,-481564,116010336,1.5,0.0760324895833264
0.645161290322581,2000,479046,114805084,1.55,0.0788167111895269
0.625,2000,475950,113344620,1.6,0.0981674194335902
0.606060606060606,2000,473974,112411292,1.65,0.101344296874996
0.588235294117647,2000,-469416,110320400,1.7,0.166256286764692
0.571428571428571,2000,-464444,108012816,1.75,0.177122133928573
0.555555555555556,2000,457444,104896504,1.8,0.291880894097226
0.54054054054054,2000,-449722,101466932,1.85,0.361057176942575
0.526315789473684,2000,442404,98302296,1.9,0.453995057565784
0.512820512820513,2000,433450,94743476,1.95,0.80531325120192
0.5,2000,-421878,89796988,2,0.787563044921868
0.487804878048781,2000,409418,84955908,2.05,1.09028071455792
0.476190476190476,2000,-338404,63379720,2.1,5.69297469494048
0.465116279069767,2000,351328,65242624,2.15,3.20398093023256
0.454545454545455,2000,5018,49028572,2.2,43.5156088760653
0.444444444444444,2000,50194,41562140,2.25,34.984740609375
0.434782608695652,2000,5410,23621948,2.3,20.046971764606
0.425531914893617,2000,-16924,30028240,2.35,24.8379563763298
0.416666666666667,2000,-86356,19023696,2.4,12.4471163997396
0.408163265306122,2000,10374,20019020,2.45,15.9161432254464
0.4,2000,61648,13632192,2.5,9.1655891
0.392156862745098,2000,-29388,13154608,2.55,9.74477690563726
0.384615384615385,2000,29252,10969672,2.6,7.91904465745192
0.377358490566038,2000,-12820,10562848,2.65,7.72455173938679
0.37037037037037,2000,868,7225592,2.7,5.22657355902778
0.363636363636364,2000,-26998,7051748,2.75,4.74950425994318
0.357142857142857,2000,-15108,8080576,2.8,5.55695463727679
0.350877192982456,2000,2848,6059944,2.85,4.15014285087719
0.344827586206897,2000,-5962,4689180,2.9,3.1461525309806
0.338983050847458,2000,-7590,4601932,2.95,3.02775950079449
0.333333333333333,2000,12804,4799968,3,3.07161249479167
